Element,ProjectId,FileId,Count,Alias,Kind,Line,PackageName,Supported,Automated,Status,Statement,SessionId,SnowConvertCoreVersion,SnowparkVersion,CellId,ExecutionId,ParametersInfo,Technology
pyspark.sql.window.Window,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,Window,Class,19,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,from pyspark.sql.window import Window,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,25,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Rename,pyspark.__version__,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.version.__version__,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Variable,25,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotDefined,pyspark.__version__,0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,5,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.conf.SparkConf,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Class,8,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.conf.SparkConf.setMaster,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,9,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.setAppName,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,10,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,11,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,12,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,13,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,14,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,15,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,16,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,17,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""False""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,18,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.conf.SparkConf.set,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,22,notebook.Sample_2. Pipeline Periodically - Mobility Trip,False,False,NotSupported,"SparkConf().setMaster(""yarn"").setAppName(""data-cerdas-november"").set(""spark.dynamicAllocation.maxExecutors"", ""100"").set(""spark.dynamicAllocation.minExecutors"", ""1"").set(""spark.executor.cores"", ""12"").set(""spark.executor.memory"", ""64g"").set(""spark.sql.shuffle.partitions"", ""7000"").set(""spark.yarn.queue"", ""root.s_project.hue_project"").set(""spark.driver.maxResultSize"", ""8g"").set(""spark.yarn.appMasterEnv.PYSPARK_PYTHON"", ""./env/bin/python"", ).set(""spark.yarn.dist.archives"", ""hdfs://nsdiscovery/warehouse/tablespace/external/hive/pnt_bps_int.db/envs/mobility_310.tar.gz#env"")",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,6,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""},{""ParamName"":""str"",""ParamType"":""str"",""IsRegex"":""True""}]",Python
pyspark.context.SparkContext,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Class,1,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Transformation,SparkContext.getOrCreate(conf = conf),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,8,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.context.SparkContext.getOrCreate,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,1,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Transformation,SparkContext.getOrCreate(conf = conf),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,8,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""conf"",""ParamType"":""SparkConf""}]",Python
pyspark.sql.session.SparkSession,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Class,3,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Rename,SparkSession(sc),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,8,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.context.SparkContext"",""ParamType"":""SparkContext""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,3,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lat2 - lat1),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.radians,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,3,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lat2 - lat1),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,4,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lon2 - lon1),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.radians,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,4,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lon2 - lon1),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,5,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.pow(f.sin(dlat / 2), 2)",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,5,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sin(dlat / 2),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.pow,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,5,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.pow(f.sin(dlat / 2), 2)",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""},{""ParamName"":""int"",""ParamType"":""int""}]",Python
pyspark.sql.functions.sin,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,5,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sin(dlat / 2),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""any"",""ParamType"":""any""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.cos(f.radians(lat1)),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.cos(f.radians(lat2)),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.pow(f.sin(dlon / 2), 2)",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lat1),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lat2),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sin(dlon / 2),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.cos,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.cos(f.radians(lat1)),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.cos,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.cos(f.radians(lat2)),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.pow,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.pow(f.sin(dlon / 2), 2)",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""},{""ParamName"":""int"",""ParamType"":""int""}]",Python
pyspark.sql.functions.radians,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lat1),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.radians,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.radians(lat2),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.sin,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,6,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sin(dlon / 2),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""any"",""ParamType"":""any""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,7,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.atan2(f.sqrt(a), f.sqrt(1 - a))",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,7,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sqrt(1 - a),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,7,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sqrt(a),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.atan2,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,7,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.atan2(f.sqrt(a), f.sqrt(1 - a))",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""},{""ParamName"":""pyspark.sql.column.Column"",""ParamType"":""Column""}]",Python
pyspark.sql.functions.sqrt,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,7,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sqrt(1 - a),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""int"",""ParamType"":""int""}]",Python
pyspark.sql.functions.sqrt,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,7,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,f.sqrt(a),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""any"",""ParamType"":""any""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,8,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.round(R * c, 2)",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.round,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,8,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,"f.round(R * c, 2)",0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""float"",""ParamType"":""float""},{""ParamName"":""int"",""ParamType"":""int""}]",Python
pyspark.sql.functions,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Module,25,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Direct,F.udf(h3.latlng_to_cell),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,,Python
pyspark.sql.functions.udf,notebook,Sample_2. Pipeline Periodically - Mobility Trip.ipynb,1,,Function,25,notebook.Sample_2. Pipeline Periodically - Mobility Trip,True,True,Transformation,F.udf(h3.latlng_to_cell),0f552bec-ad97-4d62-8e6b-5f58f82cb32c,8.00.019,1.27.000,10,a1cbc006-17c0-4db1-a282-bccf0e51f12f,"[{""ParamName"":""_SpecialErrorPackage.Snowflake.SnowConvert.Python.SymbolTable.PyUnresolvedSymbol"",""ParamType"":""Snowflake.SnowConvert.Python.SymbolTable.PyUnresolvedSymbol""}]",Python
