h3_10,msisdn_encrypted,operator,country,service,datetime,longitude,latitude,idkab,nmkab,event_year,event_month,month,idprov
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 04:39:15,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 04:39:15,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 04:42:08,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 04:54:57,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 04:56:33,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 04:56:33,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 05:07:07,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 05:11:01,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 05:15:27,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 05:20:15,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 05:20:15,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 05:31:32,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 05:33:24,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 05:33:24,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 05:41:37,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 05:41:37,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 05:44:43,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 05:52:14,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 05:52:14,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 05:56:51,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 05:57:27,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 06:00:28,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 06:00:39,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107a8d77fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 06:02:03,106.84086,-6.28522,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107a8d77fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 06:02:03,106.84086,-6.28522,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 06:08:09,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 06:08:24,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 06:29:03,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 06:31:32,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 06:33:54,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 06:41:02,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079245ffff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 07:09:20,106.91061,-6.15594,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 07:25:37,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 07:25:37,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 07:26:10,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 07:26:10,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 07:27:15,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 07:27:15,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 07:37:52,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 07:37:52,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:15:28,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:15:28,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:23:54,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:23:54,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:25:03,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:25:03,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:26:33,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:26:33,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:26:46,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:26:46,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 08:31:36,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 08:31:50,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:32:48,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:32:48,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:38:36,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:38:36,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:39:35,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:39:35,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:40:15,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:40:15,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:50:46,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:50:46,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:51:16,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:51:16,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 08:51:31,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 08:59:09,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 08:59:09,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:00:09,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:00:09,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:02:20,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:02:20,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 09:03:52,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:06:22,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:06:22,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:07:09,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:07:09,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:07:23,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:07:23,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c10792607fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 09:08:49,106.90512,-6.15621,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c1079232ffff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 09:13:18,106.90151,-6.16632,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 09:15:21,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:17:56,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:17:56,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:18:57,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:18:57,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107986affff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 09:23:37,106.83982,-6.17187,3173,JAKARTA PUSAT,2021,9,2021-09-01,31
8a8c1079bc97fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 09:26:11,106.83852,-6.1626,3173,JAKARTA PUSAT,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:29:52,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:29:52,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:30:13,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:30:13,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:31:15,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:31:15,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:34:36,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:34:36,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 09:35:50,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c106b4177fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 09:36:39,106.83491,-6.14868,3173,JAKARTA PUSAT,2021,9,2021-09-01,31
8a8c10793cc7fff,e09a14d8f6f630550fbf26bd23738416a0818b6935b071a57bb66305ef03a2e1,"T-Mobile USA, Inc",United States of America,DATA,2021-09-09 09:39:28,106.89357,-6.16798,3175,JAKARTA UTARA,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:40:47,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:40:47,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c1079b707fff,cfb5232fc2842d143148c1147fbdd68f08d352e1e374d4b20f880add9e60ba42,Vodafone Hutchison Australia,Australia,DATA,2021-09-09 09:42:43,106.82695,-6.1613,3174,JAKARTA BARAT,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:44:26,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107ac667fff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:44:26,106.84195,-6.29135,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Pte Ltd,Singapore,DATA,2021-09-09 09:45:39,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
8a8c107acadffff,1234de4a93f4bd4a2e37d9959a0dea03040dfa33e96b902e7f69aa8cf41b5c03,StarHub Mobile Pte Ltd,Singapore,DATA,2021-09-09 09:45:39,106.839931,-6.300221,3171,JAKARTA SELATAN,2021,9,2021-09-01,31
